College,SAT,Acceptance Rate,Earnings 6 yrs after entry,Share First Generation,Retention Rate,Student Faculty Ratio,Mean Net Price,Diversity,Students with Loans,Faculty Salary
Abilene Christian University,1186,0.7011,45389,0.2445229682,0.7923,13,29300,0.36589999999999995,0.9133646743,8455
Abraham Baldwin Agricultural College,1026,0.7536,29825,0.3443449048,0.6515,19,7203,0.19830000000000003,0.7127605491,6436
Academy of Art University,,,31825,0.4083701586,0.6899,14,32736,0.7945,0.9173423423,9482
Adams State University,1040,0.9983,36129,0.4151309408,0.5924,11,14305,0.6084999999999999,0.8017467249,6465
Adelphi University,1200,0.7746,60750,0.354206501,0.8296,12,28993,0.5436,0.8979148566,12326
Adler Graduate School,,,,,,,,0.0,,6452
Adler University,,,,,,,,0.0,,8793
Adrian College,,,18422,0.619047619,0.4808,44,19911,0.6469,0.9011857708,
AdventHealth University,,0.9027,56663,0.3902053712,0.5429,6,25760,0.6691,0.8462623413,8241
Agnes Scott College,,0.6985,38722,0.2119565217,0.8394,12,12423,0.6654,0.9075,9450
Air Force Institute of Technology,,,,,,,,0.0,,
Alabama A&M University,1300,0.7367,52360,0.3101321586,0.7899,19,17250,0.28030000000000005,0.8652155714,9820
Alabama State University,955,0.9799,26395,0.3434343434,0.6436,13,13593,0.9848999999999999,0.8889776358,7701
Alaska Bible College,,,,,1.0,5,10592,0.108,,
Alaska Pacific University,,0.9603,39274,,0.6842,8,20550,0.6944,0.8424657534,6497
Albany College of Pharmacy and Health Sciences,1295,0.7182,117456,0.2169811321,0.8034,7,26073,0.5054,,9564
Albany Law School,,,,,,,,0.0,,10089
Albany Medical College,,,,,,,,0.0,,
Albany State University,,,31698,0.3351686167,0.6509,20,14904,0.9057999999999999,0.9201706277,6397
Albertus Magnus College,,0.8173,43506,0.5338235294,0.642,14,28927,0.6696,0.9579728059,7903
Albion College,,0.6928,47094,0.2797619048,0.7353,11,18036,0.4487,0.9519774011,7315
Albright College,,0.7631,47940,0.3605263158,0.6648,11,20028,0.5593,0.9471191792,6548
Alcorn State University,1086,0.3891,27429,0.3451053284,0.7462,15,16206,0.9814999999999999,0.8852192745,6282
Alderson Broaddus University,1030,0.6653,39093,0.3605442177,0.5223,13,21244,0.45749999999999996,0.9658385093,5982
Alfred State College,,0.8209,43071,0.3327526132,0.7183,16,17248,0.29910000000000003,0.9165354331,6051
Alfred University,1188,0.6716,43208,0.245049505,0.7047,9,24627,0.3753000000000001,0.967268623,6586
Alice Lloyd College,1029,0.3582,32879,0.4678899083,0.5619,21,16293,0.0652,0.7635327635,5133
Allegheny College,,,,,0.8125,10,7185,0.054,,2322
Allen College,,,33144,0.4712950601,0.5559,21,8035,0.335,0.492343934,5886
Allen University,,0.5663,22484,0.5065616798,0.6216,15,13272,0.9930000000000001,0.925,4459
Alliance University,989,0.9965,36960,0.3739495798,0.5926,15,22414,0.9323999999999999,0.8375286041,6786
Alliant International University,,1.0,37309,0.3192982456,,5,,0.7796000000000001,,10251
Alma College,,0.6878,43791,0.2410714286,0.7879,13,23437,0.171,0.9566473988,7924
Alvernia University,,0.5777,46100,0.4500458295,0.7283,13,26771,0.37140000000000006,0.9622641509,7489
Alverno College,,0.9084,44864,0.4426470588,0.6929,10,17586,0.6364000000000001,0.9120603015,6025
Amberton University,,,,,,22,,0.6857,,6738
American Baptist College,,,25358,0.4848484848,1.0,7,24855,0.9998999999999999,,4219
American Film Institute Conservatory,,,,,,,,0.0,,9029
American International College,1025,0.5787,45841,0.4057377049,0.6254,17,22698,0.6431,0.9719298246,7523
American Jewish University,,,35745,,,2,,0.36369999999999997,,13118
American University,,,28867,0.5344448113,0.9123,22,11144,0.5088999999999999,0.7134707398,5928
Amherst College,1469,0.0874,66683,0.2084592145,0.9793,7,17304,0.6123000000000001,0.5014164306,13490
Anderson University,,,70767,0.4557823129,,9,,0.7764,0.7298850575,12104
Andrews University,1180,0.8151,42804,0.1721311475,0.868,10,20805,0.7581,0.8936170213,5057
Angelo State University,1061,0.7007,39229,0.403975994,0.6866,19,13499,0.5421,0.7632735881,7669
Anna Maria College,,0.7285,52188,0.3969335605,0.6694,13,24185,0.3922,0.9734789392,6553
Antioch University,,,41333,0.3682539683,,7,,0.5109999999999999,0.8767507003,6782
Antioch University Los Angeles,,,41333,0.3682539683,,3,,0.5784,0.8767507003,6478
Antioch University New England,,,41333,0.3682539683,,,,0.0,0.8767507003,5465
Antioch University Santa Barbara,,,41333,0.3682539683,,4,,0.6249,0.8767507003,6305
Antioch University Seattle,,,41333,0.3682539683,,4,,0.5408,0.8767507003,5799
Appalachian Bible College,1126,0.4615,29303,,0.68,7,14599,0.20960000000000004,0.511627907,3059
Appalachian College of Pharmacy,,,,,,,,0.0,,9013
Appalachian State University,1255,0.8469,41309,0.2500863558,0.8619,17,13897,0.1905,0.8476112026,8058
Aquinas College,1284,0.8314,42621,,0.8852,11,26228,0.3299,,5863
Arcadia University,1184,0.8242,45490,0.3067010309,0.7696,10,26188,0.394,0.9647153168,8167
Arizona Christian University,1043,0.7594,41559,0.3825503356,0.4804,18,31546,0.5365,0.9230769231,5291
Arizona State University,,0.8819,49895,0.3813179205,0.86,18,12814,0.5363,0.7940918076,11668
Arkansas Baptist College,,,23231,0.4495289367,0.1978,23,12951,0.9179,0.8297142857,4397
Arkansas State University,,,38625,0.4987951807,0.6048,12,7903,0.32680000000000003,0.4073305671,4884
Arkansas Tech University,,0.9437,34118,0.4574780059,0.6282,18,12191,0.2702,0.7624754849,6845
Arlington Baptist University,,,35468,0.4576271186,0.3519,18,24513,0.5588,0.9224806202,3385
Art Academy of Cincinnati,,1.0,27036,0.3076923077,0.5921,9,25725,0.3733,,5355
Asbury University,,0.7744,34831,0.2362318841,0.8359,14,23048,0.2433,0.9100968188,6601
Ashland University,1137,0.7001,43348,0.4089443997,0.7199,12,21151,0.2677,0.5264541571,7359
Assumption University,,0.8649,46398,0.1752903907,0.8214,12,25517,0.2543,0.97,8490
Athens State University,,,42451,0.4774964838,,14,,0.2366,0.81640625,8834
Atlanta Metropolitan State College,,,25801,0.3948094975,0.5,26,6649,0.9755,0.4569444444,5661
Auburn University,1069,0.968,37969,0.38189609,0.6303,15,13689,0.5871000000000001,0.8932419197,7885
Auburn University at Montgomery,1069,0.968,37969,0.38189609,0.6303,15,13689,0.5871000000000001,0.8932419197,7885
Augsburg University,1074,0.7637,46457,0.2890120037,0.6935,13,24052,0.5946,0.8711943794,8344
Augusta University,1215,0.7182,47691,0.1448275862,0.8391,11,27055,0.18580000000000002,0.9573770492,6810
Augustana College,1215,0.7182,47691,0.1448275862,0.8391,11,27055,0.18580000000000002,0.9573770492,6810
Augustana University,1215,0.7182,47691,0.1448275862,0.8391,11,27055,0.18580000000000002,0.9573770492,6810
Aurora University,1062,0.8642,48078,0.4569466455,0.7789,20,17285,0.5683,0.8733302626,8274
Austin College,,,,,1.0,10,12381,0.5583,0.5151515152,
Austin Peay State University,1085,0.9343,36253,0.395009936,0.6288,15,14480,0.43809999999999993,0.752326272,8244
Ave Maria University,,0.6405,38753,0.1763392857,0.7649,18,18860,0.3177,0.9186295503,8377
Averett University,1033,0.4772,42084,0.3755102041,0.6815,12,22914,0.49910000000000004,0.934487021,6168
Avila University,1050,0.68,44448,0.3674698795,0.6556,10,18627,0.49940000000000007,0.9685362517,6562
Azusa Pacific University,,,,,1.0,22,21200,0.7931,,7496
Babson College,1412,0.2535,83999,0.1487603306,0.942,16,31267,0.6714,0.9169960474,17413
Bacone College,891,0.545,32303,0.4520547945,0.3881,11,16035,0.906,0.8540925267,4016
Baker College,,,34838,0.5517241379,,12,,0.889,0.8790149893,1644
Baker University,1064,0.9906,51792,0.3628922237,0.6651,12,24493,0.345,0.8969849246,6603
Baldwin Wallace University,1175,0.7901,42124,0.3180887372,0.8179,11,26072,0.22729999999999997,0.9477756286,8361
Ball State University,1124,0.6817,42460,0.2772175946,0.7265,14,15464,0.2418,0.8901357717,7884
Bank Street College of Education,,,,,,,,0.0,,9923
Baptist Bible College,,0.5827,34491,0.2718120805,0.7143,11,15633,0.19989999999999997,0.6813880126,4203
Baptist Health Sciences University,1120,0.3492,56941,0.4285714286,0.381,8,6265,0.5608,0.9234693878,6856
Baptist University of the Americas,,,32191,0.5535714286,0.5556,10,7740,0.95,0.2716049383,
Barclay College,,0.5415,29316,0.4031007752,0.5,9,23840,0.3951,0.8680555556,4900
Bard College,,0.8922,30774,0.1217105263,0.2222,3,21650,0.718,0.9061032864,4921
Bard College at Simon's Rock,,0.8009,30774,0.1217105263,0.7213,6,33316,0.4635999999999999,0.9061032864,7736
Barnard College,1484,0.1147,66077,0.1556503198,0.9749,10,32514,0.5892999999999999,0.84,14249
Barry University,,0.6369,47989,0.4355670103,0.5456,15,16942,0.8759,0.8742643125,8858
Barton College,,,34415,0.4631675875,0.6935,18,9833,0.451,0.510483871,5850
Bastyr University,,,41982,,,10,,0.3134,0.9358974359,6936
Bates College,,0.1731,53724,0.150877193,0.9163,10,26560,0.3542,0.8494983278,11113
Bay Path University,1112,0.7541,40705,0.4970662196,0.6301,12,18867,0.5235,0.9688605803,6997
Bay State College,,0.5,37984,0.4624277457,0.6923,10,36867,0.44360000000000005,0.9213836478,8644
Baylor College of Medicine,,,,,,,,0.0,,13427
Baylor University,1084,0.9934,45766,0.3244084682,0.6231,17,29986,0.46119999999999994,0.9097182289,8021
Beacon College,,0.5678,18337,0.1911764706,0.7901,11,36456,0.3735,0.8698630137,5588
Belhaven University,1106,0.6402,37451,0.3951187335,0.682,10,18088,0.6189,0.937716263,5522
Bellarmine University,1191,0.855,46791,0.2726480836,0.7696,12,23443,0.242,0.9312344656,7890
Bellevue College,,,45901,0.4112149533,,16,7929,0.6144000000000001,0.4211150652,9447
Bellevue University,,,52212,0.4493882091,0.72,19,15794,0.43360000000000004,0.8664904164,6067
Bellin College,,,40984,0.405451448,,16,3799,0.3524,0.4669636229,8552
Belmont Abbey College,1107,0.9891,39782,0.2736982644,0.6539,14,21238,0.3683,0.9297365119,5741
Belmont University,1272,0.8808,44400,0.1584582441,0.8424,14,31519,0.2131,0.9056214544,9703
Beloit College,1273,0.6728,37612,0.1930184805,0.8817,10,17394,0.4989,0.9368836292,7152
Bemidji State University,1120,0.7495,45244,0.2725245317,0.6728,16,16476,0.1907,0.8887036265,8910
Benedict College,1170,0.9179,50645,0.214084507,0.85,11,26679,0.2015,0.9680306905,8701
Benedictine College,1243,0.985,41434,0.1496062992,0.8052,13,26321,0.2228,0.937896071,6240
Benedictine University,1168,0.8002,47725,0.3431952663,0.6733,13,24121,0.5878,0.8878107944,8788
Benjamin Franklin Cummings Institute of Technology,,,38580,0.487804878,0.2,9,15984,0.8210999999999999,0.8982142857,6947
Bennett College,,0.7923,27404,0.316872428,0.8571,9,23316,1.0000000000000002,0.9515570934,4799
Bennington College,,0.6692,32121,0.1260162602,0.8406,10,28502,0.39990000000000003,0.953125,9900
Bentley University,1335,0.6094,83822,0.1555367709,0.909,12,39437,0.4207,0.9748784441,15113
Berea College,1229,0.3301,32156,0.4057771664,0.8367,9,3442,0.5344,0.1526627219,8250
Berkeley College,,,35175,0.574610245,0.4971,15,17721,0.9085,0.9308819464,5326
Berklee College of Music,,0.5517,24119,0.2123362445,0.8203,10,45467,0.5696,0.9163655137,10264
Berry College,1267,0.699,41221,0.1687413555,0.8479,12,21980,0.2538,0.9270557029,8767
Bethany College,,0.6148,38087,,0.7338,12,15916,0.3687,0.9362549801,7046
Bethany Lutheran College,,0.6148,38087,,0.7338,12,15916,0.3687,0.9362549801,7046
Bethel College,,0.6148,38087,,0.7338,12,15916,0.3687,0.9362549801,7046
Bethel University,,,52654,0.1858254105,,,,0.0,0.9337641357,
Bethel University,,,52654,0.1858254105,,,,0.0,0.9337641357,
Bethesda University,,,36748,0.4939759036,0.4706,10,14383,0.9432,0.6979166667,2482
Bethune-Cookman University,910,0.9984,29210,0.4223088164,0.579,15,11854,0.9889,0.9276755853,6761
Beulah Heights University,,,23389,0.4573643411,0.625,6,8433,0.8563000000000001,0.9039548023,4424
Biola University,1228,0.6077,45038,0.2355072464,0.878,13,27161,0.5635,0.9345037137,9807
Birmingham-Southern College,1214,0.6591,45292,0.1724941725,0.7813,10,21098,0.27099999999999996,0.9298642534,7636
Bismarck State College,,,45457,0.272327044,,14,11096,0.1688,0.822777455,6332
Black Hills State University,1065,0.9725,36714,0.2839673913,0.6135,17,16448,0.1303,0.9001919386,7283
Blackburn College,1020,0.6623,35852,0.4395604396,0.6724,9,19462,0.23440000000000003,0.88647343,6302
Blessing-Rieman College of Nursing and Health Sciences,,,54996,0.3700787402,,10,,0.1278,0.8865248227,6404
Bloomfield College,941,0.8403,36993,0.5084210526,0.6676,14,21704,0.9172999999999999,0.8724448078,9645
Bloomsburg University of Pennsylvania,,0.901,44099,0.3398760331,0.753,19,18792,0.22860000000000003,0.9362311918,10129
Blue Mountain College,,,30890,0.5006896552,0.462,16,10912,0.4495,0.3212258797,8382
Bluefield State University,1020,0.9686,35084,0.4924924925,0.6118,13,11143,0.2232,0.6850393701,6561
Bluefield University,,0.7225,38637,0.4250411862,0.5918,14,18903,0.40599999999999997,0.9286798179,5656
Bluffton University,,0.7522,40286,0.3272311213,0.6923,12,23721,0.2772,0.9329004329,5615
Bob Jones University,,,35102,0.1440677966,0.8303,12,17680,0.2504,0.6682352941,5134
Boise Bible College,1048,0.7941,32006,,0.4,10,16128,0.091,0.6933333333,5178
Boise State University,,0.8313,42436,0.3347085202,0.76,20,17107,0.2671,0.8131447587,8627
Boricua College,,,28702,0.5232198142,0.8235,20,13499,0.9814,0.1243315508,4817
Boston Architectural College,,,61266,,0.2143,5,29201,0.6136,,7520
Boston College,,,61266,,0.2143,5,29201,0.6136,,7520
Boston Graduate School of Psychoanalysis,,,,,,,,0.0,,8547
Boston University,1447,0.1865,62743,0.169382716,0.9386,11,26170,0.6567,0.9422847603,15151
Bowdoin College,,0.0882,58650,0.1883561644,0.9719,9,16925,0.4255,0.6442307692,12865
Bowie State University,932,0.8704,42547,0.3552006905,0.722,18,14537,0.98,0.8422025129,9021
Bowling Green State University,,,39486,0.3032948465,0.5419,17,12501,0.26189999999999997,0.9238999599,7594
Bradley University,1205,0.7586,55849,0.2360436893,0.8651,12,24835,0.329,0.9591954023,9123
Brandeis University,1455,0.3914,56751,0.1630695444,0.9086,10,29959,0.5645,0.9446952596,13827
Brazosport College,,,34644,0.5394957983,,12,1972,0.5989,0.1062937063,7077
Brenau University,1107,0.8911,40275,0.4032411821,0.5145,9,22771,0.5145,0.907960199,7495
Brescia University,1094,0.5313,35899,0.4521072797,0.6644,12,13626,0.35480000000000006,0.8833619211,5703
Brevard College,,0.4471,34299,0.2946428571,0.6681,10,18596,0.32499999999999996,0.9260042283,5223
Brewton-Parker College,990,0.7974,36016,0.376146789,0.4574,18,18662,0.5812999999999999,0.9173553719,4658
Briar Cliff University,,,45302,0.3641207815,0.6337,12,21002,0.4429,0.9119496855,6813
Bridgewater College,1166,0.7509,43858,0.320212766,0.685,13,19119,0.3512,0.9581673307,7109
Bridgewater State University,1108,0.8638,42390,0.3414215686,0.7888,19,14071,0.28480000000000005,0.927600802,9751
Brigham Young University,1185,0.8769,38180,0.191904048,0.624,16,14904,0.6137999999999999,0.5800293686,10015
Brigham Young University-Hawaii,1185,0.8769,38180,0.191904048,0.624,16,14904,0.6137999999999999,0.5800293686,10015
Brigham Young University-Idaho,1129,0.9657,38741,0.2434898308,0.6714,20,6577,0.3461,0.5401846942,9252
Brooklyn College,,0.5136,46145,0.4761904762,0.7911,15,2393,0.744,0.235174145,12431
Brooklyn Law School,,,,,,,,0.0,,14129
Broward College,,,32056,0.4873697419,,28,14577,0.8653000000000001,0.2242763855,6738
Brown University,1231,0.5287,43323,0.2888283379,0.8026,15,18641,0.2852,0.8857142857,7137
Bryan College,,,43384,0.3571428571,0.6667,13,15470,0.16109999999999997,0.8383458647,6285
Bryan College of Health Sciences,,0.9091,59699,,0.7561,9,27792,0.1018,,8042
Bryant University,1222,0.7361,72461,0.160667252,0.8979,13,40426,0.2301,0.967769296,14195
Bryn Athyn College,1151,0.9056,37289,0.3381294964,0.4808,6,25238,0.432,0.8692810458,7150
Bryn Mawr College,,0.3934,48044,0.1515892421,0.8858,9,40350,0.4928,0.9418604651,11190
Bucknell University,1387,0.345,76427,0.1200607903,0.9075,9,39403,0.245,0.9516837482,11800
Buena Vista University,1094,0.6598,41350,0.352553542,0.7301,11,18031,0.2241,0.9404223228,6590
Bushnell University,1056,0.6798,42886,0.3476923077,0.7356,13,19991,0.33180000000000004,0.9096045198,5754
Butler University,1278,0.8055,61894,0.1295116773,0.8748,11,36631,0.19029999999999997,0.955831608,9053
Cabarrus College of Health Sciences,1088,0.46,50288,0.3699186992,,7,20401,0.2854,0.9076923077,7662
Cabrini University,1106,0.8004,45318,0.3635220126,0.7554,14,19978,0.4319,0.9513574661,7333
Cairn University,,0.8232,37315,0.295890411,0.729,12,25661,0.3285,0.8928571429,6677
Caldwell University,1155,0.9596,42421,0.4306688418,0.7371,13,15142,0.7081000000000002,0.7951635846,8400
California Baptist University,,0.6373,50413,0.4160798122,0.7866,19,21812,0.6485999999999998,0.9115893181,10151
California College of the Arts,,0.7763,39817,0.2441860465,0.822,8,31566,0.8224,0.8810810811,8739
California Institute of Integral Studies,,,34156,,,12,,0.4761000000000001,,8677
California Institute of Technology,,,55332,0.6184210526,0.8125,30,26524,0.8311000000000001,0.8532467532,6280
California Institute of the Arts,,0.2898,28589,0.1573426573,0.9351,7,46083,0.6246,0.9304635762,9555
California Lutheran University,1200,0.8194,54003,0.3538587849,0.8327,14,21442,0.6051000000000001,0.8838951311,10375
California State University Channel Islands,,0.93,47320,0.5068836045,0.8162,20,13560,0.7568999999999999,0.626986811,10151
California State University Maritime Academy,,0.8209,86537,0.1994750656,0.7796,12,18133,0.5387,0.9154228856,10310
California State University San Marcos,,0.933,47944,0.4825760918,0.7903,25,14048,0.7424000000000001,0.6062109519,10031
California Western School of Law,,,,,,,,0.0,,11568
Calvary University,1068,0.593,31523,0.3461538462,0.8125,10,13621,0.1895,0.8245614035,3335
Calvin University,1246,0.7506,46873,0.1322525597,0.8603,12,26281,0.2922,0.9326683292,8932
Cambridge College,,,29522,0.5021834061,0.1353,25,18376,0.7896,0.9137931034,6521
Cameron University,,,30648,0.469858156,0.6074,17,8919,0.5099999999999999,0.6183727034,6348
Campbell University,1124,0.8725,43367,0.3112033195,0.7385,14,22690,0.4026,0.7707711973,8805
Campbellsville University,,,33633,0.4664842681,0.6129,16,23445,0.34690000000000004,0.8514426028,5777
Canisius College,1174,0.8146,46737,0.2305502846,0.816,12,17907,0.3149,0.9317160827,8462
Capital University,1134,0.7417,43290,0.275147929,0.7926,10,22385,0.2773,0.9508426966,8563
Capitol Technology University,,0.4654,73392,0.356097561,0.746,15,25272,0.6303,0.8165938865,6321
Cardinal Stritch University,1062,0.8891,47325,0.4549019608,0.7013,6,17958,0.6561,0.8974358974,6628
Carleton College,1482,0.1755,53015,0.1568123393,0.9491,8,31800,0.45909999999999995,0.855036855,12570
Carlow University,1057,0.9205,42322,0.3683574879,0.7586,11,19581,0.2885,0.9510869565,7330
Carnegie Mellon University,1520,0.1354,92854,0.0995024876,0.9736,5,37846,0.7666000000000001,0.9256865913,12634
Carolina University,1259,0.6798,44324,0.2589784517,0.8326,16,19999,0.2192,0.8607284393,8630
Carroll College,1200,0.8392,46331,0.1971830986,0.803,11,23992,0.1901,0.9442307692,6170
Carroll University,1266,0.8811,54806,0.1859861592,0.8637,13,29172,0.1426,0.9368686869,9303
Carson-Newman University,1112,0.7887,38290,0.3466092573,0.6895,14,17457,0.2773,0.8944162437,6175
Carthage College,1143,0.7569,44092,0.2623839009,0.7254,13,26778,0.3102,0.9653136531,8219
Case Western Reserve University,1483,0.3024,70442,0.1085126286,0.9378,9,37702,0.601,0.9432753888,11917
Castleton University,1054,0.8729,37949,0.3450051493,0.6746,14,17575,0.19169999999999998,0.9537856441,7061
Catawba College,1097,0.5612,37854,0.2992366412,0.6846,11,18861,0.4408,0.9270687237,7473
Cazenovia College,1067,0.6761,37779,0.297029703,0.6467,11,17405,0.3218,0.9398907104,7815
Cedar Crest College,1125,0.6878,47266,0.433681073,0.7527,9,23005,0.4226,0.9603174603,7755
Cedarville University,1235,0.6224,46118,0.1265597148,0.8623,15,22772,0.1097,0.9142607174,7948
Centenary College of Louisiana,1197,0.6313,41508,0.2183406114,0.6776,8,29008,0.3774,0.8816326531,7865
Centenary University,1066,0.9762,44004,0.3821548822,0.7478,12,23763,0.3663,0.9206586826,7197
Central Baptist College,1059,0.616,36685,0.3455497382,0.6549,11,23545,0.3809,0.8959810875,5492
Central Christian College of Kansas,,,36703,0.4761029412,0.5043,16,15466,0.4808,0.9003021148,3797
Central Christian College of the Bible,,,27522,0.3125,0.375,8,13890,0.31539999999999996,0.8387096774,4540
Central College,,,30130,0.4876564085,,18,9634,0.37460000000000004,0.4406041243,6100
Central Connecticut State University,1067,0.7483,49656,0.3874829932,0.7232,14,13434,0.4286,0.8753361036,9790
Central Methodist University,1058,0.9896,40703,0.4372781065,0.5941,13,25087,0.36569999999999997,0.8362445415,6381
Central Michigan University,1120,0.7708,43881,0.2932980354,0.7713,17,16810,0.2388,0.9321808511,10077
Central Penn College,,0.8866,39742,0.5058823529,0.5106,9,16605,0.41969999999999996,0.925154321,5156
Central State University,1067,0.7483,49656,0.3874829932,0.7232,14,13434,0.4286,0.8753361036,9790
Central Washington University,,0.8845,47333,0.4004042219,0.6858,15,17234,0.47240000000000004,0.8408318336,8941
Centralia College,,,33821,0.4661016949,,15,7261,0.3391,,7461
Centre College,1381,0.6798,45904,0.2025641026,0.8949,9,20610,0.27390000000000003,0.9199029126,8543
Chadron State College,,,39112,0.393360161,0.6801,16,15260,0.21369999999999997,0.8255159475,7486
Chamberlain University,,0.8462,76330,0.47309798,0.2857,9,31817,0.8310000000000001,0.9515068493,7576
Chaminade University of Honolulu,,0.9008,44658,0.4233825199,0.6983,10,27021,0.8992000000000001,0.5831600832,8515
Champlain College,,0.6243,46383,0.3172011662,0.6948,13,33681,0.2857,0.927155865,8864
Chapman University,1318,0.6037,56553,0.1787741203,0.9194,12,39047,0.4978,0.9103747963,12582
Charles R. Drew University of Medicine and Science,,0.6329,67299,0.4770642202,0.5862,8,25852,0.9529,,9170
Charleston Southern University,1082,0.5721,38119,0.3071816536,0.6799,13,17368,0.3374,0.8877608573,6109
Chatham University,,0.7339,41234,0.2969348659,0.7885,10,26793,0.223,0.9434628975,8036
Chestnut Hill College,995,0.9791,44821,0.4440104167,0.6816,9,26516,0.6390999999999999,0.9611111111,6073
Cheyney University of Pennsylvania,,,28251,0.4469453376,0.6238,15,12892,0.9969000000000001,0.8924731183,10655
Chicago State University,,0.4747,34820,0.4202453988,0.4056,10,8969,0.9793000000000001,0.8597038192,8471
Chipola College,,,31615,0.5083969466,,19,2042,0.30050000000000004,,5849
Chowan University,971,0.7925,30303,0.370405278,0.6429,16,16942,0.7945,0.953808752,7239
Christian Brothers University,1108,0.9657,40100,0.3587921847,0.669,11,13143,0.728,0.900621118,7552
Christopher Newport University,1219,0.8854,48442,0.181010929,0.851,13,25031,0.2437,0.9510582011,9575
City University of Seattle,,,51237,0.409252669,,6,,0.7620000000000001,0.8037974684,6823
Claflin University,,0.6247,30250,0.3235867446,0.7128,13,19308,0.9763,0.925170068,7443
Claremont Graduate University,,,,,,,,0.0,,13628
Claremont McKenna College,1487,0.1124,80442,,0.984,8,20114,0.6315999999999999,0.7605633803,14789
Clark Atlanta University,970,0.5824,30788,0.3224773091,0.7039,18,33836,0.9994,0.9766245909,7863
Clark University,,0.5827,34491,0.2718120805,0.7143,11,15633,0.19989999999999997,0.6813880126,4203
Clarke University,1065,0.8878,45637,0.2935064935,0.6507,8,26777,0.3989,0.9516908213,6360
Clarks Summit University,,0.5827,34491,0.2718120805,0.7143,11,15633,0.19989999999999997,0.6813880126,4203
Clarkson College,,0.96,57044,0.3333333333,0.5882,18,16564,0.3263,0.934537246,6443
Clarkson University,1289,0.7458,69155,0.1528709918,0.8017,13,31339,0.2082,0.9696531792,11340
Clayton State University,,0.6256,39229,0.3792387543,0.6544,19,10635,0.8896000000000001,0.8226804124,7405
Clear Creek Baptist Bible College,,,33323,,0.8571,10,7911,0.06659999999999999,,4513
Cleary University,1059,0.7587,50273,0.4229249012,0.4957,18,19284,0.4117,,5476
Clemson University,1339,0.4922,56107,0.1724543849,0.9364,16,22116,0.2189,0.911736732,10679
Cleveland Institute of Art,1142,0.6588,30182,0.2671232877,0.8993,9,30692,0.33799999999999997,0.9344262295,5714
Cleveland Institute of Music,,0.3289,15028,,1.0,8,28367,0.8942000000000001,,7522
Cleveland State University,1114,0.9129,42284,0.3837554585,0.6958,16,15544,0.3728,0.8752776896,9778
Cleveland University-Kansas City,,1.0,47212,,0.5,8,32576,0.29679999999999995,,5369
Coastal Carolina University,1118,0.7914,37351,0.2656186198,0.723,17,14382,0.32680000000000003,0.9368502118,8167
Coe College,,0.7266,46089,0.2352024922,0.7391,9,18515,0.3408,0.9574780059,6664
Coker University,1050,0.9763,34308,0.3761609907,0.5877,12,19890,0.44370000000000004,0.9266943292,6274
Colby College,,0.9307,39607,0.2413793103,0.6781,17,26408,0.2038,,6948
Colby-Sawyer College,,0.9307,39607,0.2413793103,0.6781,17,26408,0.2038,,6948
Colgate University,1448,0.1719,61087,0.1807511737,0.9281,9,24489,0.3449,0.8492239468,12138
College for Creative Studies,,0.538,37878,0.2283609576,0.7546,10,34961,0.4585,0.9048442907,10905
College of Biblical Studies,1090,0.3997,37372,0.3863134658,0.6556,13,18248,0.6511,0.8970873786,5666
College of Central Florida,,,30130,0.4876564085,,18,9634,0.37460000000000004,0.4406041243,6100
College of Charleston,1211,0.7611,41508,0.2006198929,0.8272,16,18394,0.2101,0.8992961559,9156
College of Coastal Georgia,965,0.9735,32824,0.3782559456,0.569,21,13258,0.3745,0.6710997442,6942
College of Mount Saint Vincent,1102,0.8211,55264,0.4101838755,0.6877,15,21066,0.6751,0.9326364692,10039
College of Our Lady of the Elms,1123,0.6792,48841,0.3516642547,0.8595,11,21655,0.4887,0.9831824062,7248
College of Saint Mary,1048,0.7032,36096,0.3964646465,0.7365,10,15385,0.1953,0.8873239437,5246
College of Southern Nevada,,,87693,0.3375,,10,,0.6942,,10601
College of Staten Island,,,40556,0.46727139,0.7277,18,5581,0.5891,0.2817869416,12459
College of the Atlantic,,0.6114,27575,,0.8072,10,22098,0.3551,,8679
College of the Holy Cross,,0.7568,41422,,0.8,7,26698,0.39459999999999995,,5398
College of the Ozarks,1133,0.2051,35092,0.3265993266,0.7829,15,7202,0.14250000000000002,,7765
College of William & Mary,,0.7217,32118,0.4516129032,0.378,27,12995,0.5020000000000001,0.7595505618,6790
Colorado Christian University,,,38696,0.4485098849,0.8229,15,25681,0.3903,0.8960941412,6612
Colorado College,1174,0.8137,60613,0.36,0.7921,10,23916,0.5008,0.8892421834,7471
Colorado Mesa University,1088,0.8024,36748,0.3937549616,0.7207,18,15898,0.34059999999999996,0.8487617216,7164
Colorado School of Mines,1399,0.5688,79815,0.1544642857,0.9093,16,25211,0.3105,0.9191745486,12648
Colorado State University,1205,0.8964,47821,0.2421371233,0.8563,17,19016,0.29209999999999997,0.8740639041,10534
Colorado State University-Pueblo,1046,0.9917,44071,0.4086781029,0.625,15,13999,0.5307,0.8224256293,6918
Colorado Technical University,,,33370,0.5458768873,0.4393,30,17576,0.7162,0.8699259741,7323
Columbia Basin College,,,37286,0.5005903188,,16,8759,0.5823999999999999,0.2423178227,7777
Columbia College,,,30440,0.5604681404,0.4,21,22820,0.8196000000000001,0.8942110656,5370
